passengerid,survived,pclass,AccessToLifeboat,hasfamily,agebins,farebins,farebinssurvived,Title_Mr,Title_Miss,Title_Mrs,Title_Master,Title_Rare,male,FemAndChild,Q,S
304,1,1,1,1.0,1,6,0.0,0,0,1,0,0,0,1,0,1
305,0,3,0,0.0,1,3,0.0,1,0,0,0,0,1,0,0,0
306,0,1,0,1.0,4,6,0.0,1,0,0,0,0,1,0,0,1
307,0,2,0,0.0,6,2,1.0,1,0,0,0,0,1,0,0,1
308,0,3,0,1.0,3,2,1.0,1,0,0,0,0,1,0,0,1
309,0,1,0,1.0,4,7,0.0,0,0,0,0,1,1,0,1,0
310,0,3,0,1.0,2,3,0.0,1,0,0,0,0,1,0,0,1
311,1,3,1,0.0,1,1,1.0,1,0,0,0,0,1,0,1,0
312,1,2,1,0.0,4,2,1.0,0,0,1,0,0,0,1,0,1
313,1,3,1,1.0,0,3,0.0,0,0,0,1,0,1,1,0,1
314,0,2,1,1.0,2,5,1.0,1,0,0,0,0,1,0,0,1
315,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
316,1,1,1,1.0,3,7,0.0,0,0,1,0,0,0,1,0,1
317,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
318,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
319,1,1,1,0.0,4,9,0.0,0,1,0,0,0,0,1,0,0
320,1,3,0,,3,1,,0,1,0,0,0,0,1,1,0
321,0,2,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,1
322,0,3,0,0.0,1,1,1.0,0,1,0,0,0,0,1,0,1
323,1,2,1,0.0,3,5,1.0,0,1,0,0,0,0,1,0,1
324,1,1,1,1.0,5,5,1.0,0,0,1,0,0,0,1,0,1
325,0,2,0,1.0,1,2,1.0,1,0,0,0,0,1,0,0,1
326,1,1,1,1.0,3,6,0.0,0,0,1,0,0,0,1,0,1
327,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
328,1,2,1,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
329,1,3,0,1.0,2,3,0.0,0,0,1,0,0,0,1,0,1
330,0,3,0,1.0,1,6,0.0,1,0,0,0,0,1,0,0,1
331,0,1,0,0.0,4,7,0.0,1,0,0,0,0,1,0,0,0
332,0,2,0,1.0,1,6,0.0,1,0,0,0,0,1,0,0,1
333,0,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
334,1,2,0,1.0,1,2,1.0,0,1,0,0,0,0,1,0,1
335,0,3,0,1.0,1,1,1.0,1,0,0,0,0,1,0,0,0
336,1,1,1,1.0,4,6,0.0,0,0,1,0,0,0,1,0,1
337,0,2,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,1
338,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
339,1,1,1,0.0,3,8,0.0,0,1,0,0,0,0,1,0,0
340,0,2,0,1.0,2,4,0.0,0,0,1,0,0,0,1,0,1
341,1,1,1,0.0,3,9,0.0,0,1,0,0,0,0,1,0,0
342,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
343,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
344,1,3,1,1.0,3,5,1.0,0,0,1,0,0,0,1,0,1
345,0,1,1,0.0,3,7,0.0,1,0,0,0,0,1,0,0,0
346,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
347,0,3,0,1.0,0,3,0.0,0,1,0,0,0,0,1,0,0
348,0,2,0,0.0,2,2,1.0,0,1,0,0,0,0,1,0,1
349,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
350,0,1,0,0.0,7,5,1.0,1,0,0,0,0,1,0,0,0
351,0,2,0,0.0,3,3,0.0,1,0,0,0,0,1,0,0,1
352,0,2,0,0.0,5,2,1.0,1,0,0,0,0,1,0,0,1
353,0,3,0,1.0,2,2,1.0,1,0,0,0,0,1,0,0,0
354,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
355,0,3,0,1.0,0,3,0.0,0,0,0,1,0,1,1,0,0
356,1,1,1,0.0,4,5,1.0,0,0,1,0,0,0,1,0,1
357,0,1,0,0.0,3,10,0.0,0,0,0,0,1,1,0,0,1
358,0,2,0,0.0,4,2,1.0,0,0,0,0,1,1,0,0,1
359,1,3,1,1.0,0,3,0.0,0,1,0,0,0,0,1,0,0
360,0,3,0,1.0,2,1,1.0,0,1,0,0,0,0,1,0,1
361,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
362,0,3,0,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
363,0,3,0,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
364,1,1,1,1.0,4,8,0.0,0,0,1,0,0,0,1,0,0
365,1,1,1,1.0,2,9,0.0,0,1,0,0,0,0,1,0,1
366,0,2,0,1.0,2,5,1.0,1,0,0,0,0,1,0,0,0
367,0,3,0,1.0,2,1,1.0,1,0,0,0,0,1,0,0,1
368,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
369,1,1,1,1.0,4,6,0.0,0,0,1,0,0,0,1,0,0
370,1,1,1,0.0,2,6,0.0,0,0,0,0,1,0,1,0,0
371,1,2,1,1.0,2,4,0.0,0,0,1,0,0,0,1,0,1
372,0,3,0,1.0,2,1,1.0,1,0,0,0,0,1,0,0,0
373,0,2,0,1.0,2,5,1.0,1,0,0,0,0,1,0,0,1
374,1,3,1,0.0,3,6,0.0,1,0,0,0,0,1,0,0,1
375,0,1,0,0.0,4,6,0.0,1,0,0,0,0,1,0,0,1
376,1,3,0,0.0,2,5,1.0,0,1,0,0,0,0,1,0,1
377,1,2,0,0.0,2,2,1.0,0,0,1,0,0,0,1,0,1
378,1,2,1,0.0,5,3,0.0,0,0,1,0,0,0,1,0,1
379,1,2,1,1.0,1,4,0.0,0,1,0,0,0,0,1,0,1
380,1,3,0,1.0,4,6,0.0,0,0,1,0,0,0,1,0,1
381,0,2,0,1.0,2,2,1.0,1,0,0,0,0,1,0,0,1
382,0,2,0,0.0,2,6,0.0,1,0,0,0,0,1,0,0,1
383,1,1,1,1.0,2,6,0.0,0,1,0,0,0,0,1,0,0
384,0,3,0,1.0,2,1,1.0,1,0,0,0,0,1,0,0,1
385,1,3,1,1.0,1,1,1.0,0,0,1,0,0,0,1,0,1
386,1,2,1,0.0,3,2,1.0,0,1,0,0,0,0,1,0,1
387,1,1,1,0.0,3,7,0.0,0,1,0,0,0,0,1,0,0
388,1,1,1,0.0,3,5,1.0,1,0,0,0,0,1,0,0,1
389,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
390,1,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
391,0,3,0,1.0,0,4,0.0,0,0,0,1,0,1,1,0,1
392,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
393,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
394,1,2,1,0.0,2,2,1.0,0,1,0,0,0,0,1,0,1
395,0,3,0,1.0,1,5,1.0,1,0,0,0,0,1,0,0,1
396,1,1,1,1.0,3,6,0.0,0,1,0,0,0,0,1,0,1
397,1,2,1,1.0,0,5,1.0,0,1,0,0,0,0,1,0,1
398,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
399,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
400,0,3,0,1.0,0,2,1.0,0,0,0,1,0,1,1,0,1
401,1,1,1,1.0,5,7,0.0,0,0,1,0,0,0,1,0,0
402,1,1,1,0.0,3,7,0.0,0,0,0,0,1,0,1,0,1
403,1,3,1,1.0,0,3,0.0,0,1,0,0,0,0,1,0,0
404,1,3,0,1.0,2,1,1.0,0,1,0,0,0,0,1,0,1
405,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
406,1,3,1,1.0,2,4,0.0,0,1,0,0,0,0,1,1,0
407,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
408,1,1,1,0.0,3,6,0.0,0,1,0,0,0,0,1,0,0
409,0,3,0,1.0,0,4,0.0,0,0,0,1,0,1,1,0,1
410,1,2,1,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
411,0,1,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,0
412,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
413,0,3,1,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
414,0,2,0,1.0,3,5,1.0,1,0,0,0,0,1,0,0,0
415,0,1,0,1.0,4,9,0.0,1,0,0,0,0,1,0,0,0
416,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
417,0,3,0,1.0,4,3,0.0,1,0,0,0,0,1,0,1,0
418,1,2,1,0.0,2,2,1.0,0,1,0,0,0,0,1,0,1
419,0,1,1,0.0,3,5,1.0,1,0,0,0,0,1,0,0,0
420,0,1,0,1.0,2,9,0.0,1,0,0,0,0,1,0,0,0
421,1,3,0,1.0,3,1,1.0,0,1,0,0,0,0,1,0,1
422,0,1,0,0.0,3,5,1.0,1,0,0,0,0,1,0,0,1
423,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
424,1,1,1,0.0,3,5,1.0,1,0,0,0,0,1,0,0,1
425,1,3,0,1.0,0,4,0.0,0,1,0,0,0,0,1,0,1
426,0,3,0,1.0,0,2,1.0,0,0,0,1,0,1,1,0,1
427,0,2,0,1.0,6,5,1.0,1,0,0,0,0,1,0,0,1
428,1,1,1,1.0,1,7,0.0,0,0,1,0,0,0,1,0,0
429,1,3,1,1.0,2,3,0.0,0,0,1,0,0,0,1,0,1
430,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,1,0
431,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
432,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
433,0,2,0,0.0,3,10,0.0,1,0,0,0,0,1,0,0,1
434,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
435,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,0
436,1,3,1,1.0,0,2,1.0,0,1,0,0,0,0,1,0,0
437,0,3,1,1.0,3,3,0.0,1,0,0,0,0,1,0,0,1
438,1,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
439,1,1,1,0.0,3,5,1.0,1,0,0,0,0,1,0,0,0
440,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
441,1,1,1,1.0,5,8,0.0,0,0,1,0,0,0,1,0,1
442,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
443,1,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
444,1,2,1,1.0,4,5,1.0,0,0,1,0,0,0,1,0,1
445,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
446,1,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
447,0,1,0,1.0,4,6,0.0,1,0,0,0,0,1,0,0,1
448,1,2,1,1.0,1,5,1.0,0,0,1,0,0,0,1,0,0
449,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
450,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
451,0,1,0,0.0,2,9,0.0,1,0,0,0,0,1,0,0,0
452,0,3,0,1.0,2,2,1.0,1,0,0,0,0,1,0,0,0
453,0,1,0,0.0,6,5,1.0,1,0,0,0,0,1,0,0,1
454,1,2,1,1.0,0,5,1.0,0,1,0,0,0,0,1,0,1
455,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
456,0,3,0,1.0,3,3,0.0,0,0,1,0,0,0,1,0,0
457,0,2,0,0.0,4,2,1.0,1,0,0,0,0,1,0,0,1
458,1,2,0,0.0,2,4,0.0,0,0,1,0,0,0,1,0,1
459,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
460,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
461,0,1,0,0.0,3,5,1.0,1,0,0,0,0,1,0,0,0
462,0,1,0,0.0,3,5,1.0,1,0,0,0,0,1,0,0,0
463,1,1,1,1.0,3,8,0.0,0,1,0,0,0,0,1,0,0
464,0,3,0,1.0,1,5,1.0,1,0,0,0,0,1,0,0,1
465,1,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
466,0,1,0,1.0,1,9,0.0,1,0,0,0,0,1,0,0,1
467,1,3,1,0.0,3,2,1.0,0,1,0,0,0,0,1,0,1
468,0,1,0,0.0,4,5,1.0,0,0,0,0,1,1,0,0,1
469,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
470,1,2,1,1.0,3,5,1.0,0,0,1,0,0,0,1,0,1
471,1,1,1,1.0,2,8,0.0,0,0,1,0,0,0,1,0,0
472,1,1,1,1.0,2,8,0.0,0,1,0,0,0,0,1,0,0
473,0,3,0,1.0,4,5,1.0,0,0,1,0,0,0,1,0,1
474,1,1,1,1.0,3,8,0.0,0,0,1,0,0,0,1,0,0
475,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,0
476,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
477,0,3,0,1.0,0,4,0.0,0,0,0,1,0,1,1,0,1
478,1,2,1,0.0,2,2,1.0,0,0,1,0,0,0,1,0,1
479,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
480,0,1,1,1.0,5,6,0.0,1,0,0,0,0,1,0,0,0
481,0,3,0,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
482,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
483,0,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
484,1,3,0,1.0,0,2,1.0,0,1,0,0,0,0,1,0,1
485,1,1,1,0.0,2,5,1.0,1,0,0,0,0,1,0,0,1
486,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
487,0,2,0,0.0,2,2,1.0,1,0,0,0,0,1,0,0,1
488,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,0
489,0,2,0,1.0,4,5,1.0,1,0,0,0,0,1,0,0,1
490,0,2,0,0.0,1,2,1.0,1,0,0,0,0,1,0,0,1
491,1,3,1,1.0,3,4,0.0,0,0,1,0,0,0,1,0,1
492,0,3,0,1.0,2,1,1.0,1,0,0,0,0,1,0,0,1
493,1,3,0,1.0,1,3,0.0,0,0,1,0,0,0,1,0,1
494,0,1,0,0.0,3,5,1.0,1,0,0,0,0,1,0,0,0
495,1,2,1,0.0,2,2,1.0,1,0,0,0,0,1,0,0,0
496,1,1,1,1.0,4,7,0.0,0,0,1,0,0,0,1,0,0
497,1,1,1,1.0,6,7,0.0,0,0,1,0,0,0,1,0,0
498,1,2,1,0.0,3,2,1.0,0,1,0,0,0,0,1,0,1
499,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
500,0,3,0,0.0,3,10,0.0,1,0,0,0,0,1,0,0,1
501,1,3,0,0.0,5,2,1.0,0,0,1,0,0,0,1,0,1
502,1,1,1,0.0,3,5,1.0,0,0,1,0,0,0,1,0,0
503,1,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
504,1,1,1,1.0,2,7,0.0,1,0,0,0,0,1,0,0,0
505,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
506,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
507,0,2,0,0.0,1,6,0.0,1,0,0,0,0,1,0,0,1
508,1,2,1,0.0,4,2,1.0,0,1,0,0,0,0,1,0,1
509,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
510,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
511,0,2,0,0.0,3,3,0.0,1,0,0,0,0,1,0,0,0
512,1,1,1,1.0,2,6,0.0,0,0,1,0,0,0,1,0,1
513,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
514,0,2,0,0.0,2,2,1.0,0,0,0,0,1,1,0,0,1
515,1,2,1,1.0,2,4,0.0,0,0,1,0,0,0,1,0,0
516,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
517,0,1,0,1.0,4,9,0.0,0,0,0,0,1,1,0,0,0
518,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,1,0
519,0,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
520,1,1,1,0.0,1,7,0.0,0,1,0,0,0,0,1,0,1
521,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
522,0,1,0,1.0,4,7,0.0,1,0,0,0,0,1,0,0,1
523,1,1,1,1.0,4,6,0.0,0,0,1,0,0,0,1,0,1
524,1,1,1,1.0,4,6,0.0,1,0,0,0,0,1,0,0,1
525,0,1,0,1.0,4,8,0.0,1,0,0,0,0,1,0,0,0
526,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
527,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
528,0,1,0,0.0,4,10,0.0,1,0,0,0,0,1,0,0,1
529,0,3,0,1.0,4,5,1.0,0,0,1,0,0,0,1,0,1
530,1,1,1,1.0,5,6,0.0,0,0,1,0,0,0,1,0,0
531,0,2,0,0.0,3,2,1.0,1,0,0,0,0,1,0,0,0
532,1,3,1,1.0,0,3,0.0,0,1,0,0,0,0,1,0,0
533,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
534,0,3,0,1.0,0,5,1.0,0,0,0,1,0,1,1,1,0
535,1,3,1,1.0,2,4,0.0,0,0,1,0,0,0,1,0,0
536,0,3,0,1.0,2,4,0.0,1,0,0,0,0,1,0,0,1
537,0,3,0,0.0,4,1,1.0,1,0,0,0,0,1,0,0,1
538,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
539,0,1,0,0.0,4,5,1.0,1,0,0,0,0,1,0,0,1
540,0,1,1,0.0,4,5,1.0,1,0,0,0,0,1,0,0,0
541,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
542,1,3,1,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
543,1,3,1,1.0,3,4,0.0,0,0,1,0,0,0,1,0,1
544,1,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
545,1,1,1,1.0,3,7,0.0,0,0,1,0,0,0,1,0,1
546,0,1,0,0.0,6,5,1.0,1,0,0,0,0,1,0,0,1
547,1,2,1,1.0,1,2,1.0,0,1,0,0,0,0,1,0,1
548,0,3,0,0.0,6,1,1.0,1,0,0,0,0,1,0,0,1
549,0,3,0,1.0,0,2,1.0,0,1,0,0,0,0,1,0,1
550,1,1,1,0.0,2,9,0.0,0,1,0,0,0,0,1,0,1
551,1,1,1,0.0,3,7,0.0,0,0,1,0,0,0,1,0,0
552,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
553,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
554,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
555,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
556,1,3,1,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
557,1,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
558,0,3,0,0.0,1,1,1.0,1,0,0,0,0,1,0,0,1
559,1,3,1,0.0,3,3,0.0,0,1,0,0,0,0,1,1,0
560,0,3,0,1.0,1,4,0.0,1,0,0,0,0,1,0,0,1
561,1,3,1,1.0,2,3,0.0,0,0,1,0,0,0,1,0,1
562,1,1,1,1.0,1,6,0.0,0,0,1,0,0,0,1,0,1
563,1,3,1,0.0,2,1,1.0,0,0,1,0,0,0,1,0,0
564,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
565,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,1,0
566,1,1,1,0.0,1,5,1.0,0,1,0,0,0,0,1,0,1
567,0,1,0,0.0,5,5,1.0,1,0,0,0,0,1,0,0,0
568,1,2,1,1.0,0,5,1.0,0,1,0,0,0,0,1,0,1
569,0,1,0,1.0,2,6,0.0,1,0,0,0,0,1,0,0,1
570,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
571,0,3,0,1.0,1,1,1.0,1,0,0,0,0,1,0,0,0
572,1,2,1,0.0,1,2,1.0,0,1,0,0,0,0,1,0,1
573,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
574,0,3,0,1.0,2,1,1.0,1,0,0,0,0,1,0,0,1
575,1,1,1,1.0,2,9,0.0,0,1,0,0,0,0,1,0,0
576,0,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,1,0
577,1,1,1,1.0,2,7,0.0,0,0,1,0,0,0,1,0,0
578,0,1,0,0.0,3,0,0.0,1,0,0,0,0,1,0,0,1
579,0,1,0,1.0,2,8,0.0,1,0,0,0,0,1,0,0,0
580,0,3,0,1.0,1,3,0.0,1,0,0,0,0,1,0,0,1
581,0,3,0,1.0,3,4,0.0,1,0,0,0,0,1,0,0,1
582,1,3,1,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
583,0,3,0,1.0,1,6,0.0,1,0,0,0,0,1,0,0,1
584,0,3,0,0.0,6,1,1.0,1,0,0,0,0,1,0,1,0
585,1,3,1,0.0,1,1,1.0,0,1,0,0,0,0,1,0,0
586,0,2,0,0.0,3,2,1.0,0,1,0,0,0,0,1,0,1
587,1,3,0,0.0,2,1,1.0,0,1,0,0,0,0,1,0,1
588,0,2,0,0.0,2,2,1.0,0,0,0,0,1,1,0,0,1
589,0,1,0,0.0,5,5,1.0,1,0,0,0,0,1,0,0,1
590,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
591,1,1,1,1.0,5,6,0.0,0,0,1,0,0,0,1,0,1
592,1,3,1,0.0,3,1,1.0,0,0,1,0,0,0,1,0,0
593,1,1,1,0.0,5,8,0.0,0,0,1,0,0,0,1,0,0
594,1,1,1,0.0,2,7,0.0,1,0,0,0,0,1,0,0,0
595,0,3,1,1.0,0,1,1.0,0,0,0,1,0,1,1,0,1
596,1,1,1,0.0,4,5,1.0,0,0,1,0,0,0,1,0,0
597,1,2,1,1.0,0,5,1.0,0,0,0,1,0,1,1,0,1
598,0,1,0,0.0,6,5,1.0,1,0,0,0,0,1,0,0,1
599,0,3,0,1.0,1,4,0.0,1,0,0,0,0,1,0,0,0
600,1,2,1,0.0,1,2,1.0,0,1,0,0,0,0,1,0,1
601,0,3,0,0.0,3,1,1.0,1,0,0,0,0,1,0,0,1
602,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
603,0,3,0,1.0,1,1,1.0,0,1,0,0,0,0,1,0,1
604,1,2,1,1.0,0,4,0.0,0,1,0,0,0,0,1,0,1
605,0,2,0,0.0,3,2,1.0,1,0,0,0,0,1,0,0,1
606,0,3,0,0.0,2,1,1.0,1,0,0,0,0,1,0,0,0
607,1,3,1,0.0,2,1,1.0,1,0,0,0,0,1,0,0,1
608,0,3,0,0.0,2,2,1.0,0,1,0,0,0,0,1,0,1
609,0,3,0,0.0,1,1,1.0,0,1,0,0,0,0,1,0,1
