movie,sentence,score
스즈메의 문단속,ㅅㅂ 보다가 집가고 싶엇음….,4
더 퍼스트 슬램덩크,몇번을 봐도 심장을 뛰게하고 감동과 전율을 선사하는 영화였습니다 인물들이 살아움직이는 것 같았어요,10
디센트: Part 2,좋은 연출만을 위해 각본 전체가 희생된 느낌. 그러다보니 옥의 티 수준이 아닌 설정 오류와 저 사람 왜 저러지? 수준의 인물들의 트롤짓으로 총체적 난국. ,4
소울메이트,"보통 사랑하면 부모와 자식간의 사랑,이성과의 사랑만을 생각하는데 친구와의 사랑이 연인과의 사랑보다 더 깊고 아름다울수 있다는것을 정말 예쁘고 청춘스럽게 담아서 보여준것같아요.끝나고 나서도 둘의 아름다운 사랑때문에 여운이 깊이 남네요",10
스즈메의 문단속,명불허전이라 생각이 드는 영상미와 OST였습니다... 개연성에 부족함이 살짝 있음에도 불구하고 너무 재밌게 보고 여운이 오래 남았어요,9
스즈메의 문단속,너의 이름은 영화와 똑같이 재밌습니다,10
소울메이트,소울메이트 잘 봤습니다,9
샤잠! 신들의 분노,지루하고 내가 분노했다 ㅠㅡㅠ 이해못함 ,2
대외비,세 배우의 연기력이 엄청 났습니다!! 스토리는 전형적인 느와르로 재미있었어요,10
이니셰린의 밴시,어렵고 알수 없는 삶과 사람의 마음..,8
스즈메의 문단속,신카이 마코토 감독의 새로운 명작이였습니다!!,10
스즈메의 문단속,"상상력과 감동, 힐링무비...일본 애니메이션은 최강.",10
소울메이트,서로의 진정한 소울메이트 이야기ㅜㅜ 감동적이였어요,10
영웅,"뮤지컬을 그대로 옮겨오려고 노력한 모습이 보이나, 뮤지컬을 영화로 옮기는 과정에서 영화로의 각색을 해봤으면 어떨까 싶네요.",1
살수,이게 영화냐? 정말 &amp;#34;살수&amp;#34;가 없다,1
이니셰린의 밴시,참 알다가도 모를 이런 단순복잡한 인간관계에 대해서...,8
불릿 트레인,ㅋㅋ그냥 존잼.. 평점이 왜 이럼??그냥 오락영화로 최고임,10
액시던트 맨: 히트맨의 휴가,액션은 좋아요 킬링타임용 맥주안주로 좋음,10
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",이건 농락이다 스토리 짜집기 감동도 없고새로운 것도 없고 이번은 패스,1
영웅,마지막 장부가는 역대급이다.흐르는 눈물 때문에 바로 나올수가 없었음...,10
82년생 김지영,성별구분없이 모든 사람이 봐야하는 영화.,10
플레인,언젠가부터 뻔한 스토리의 영화를 다작하고 있지만 그래도 믿고 볼만함,8
스즈메의 문단속,영화에 나오는 풍경들도 너무 예쁘고…오랜만에 펑펑 울었어요 너무 재밌었음,10
시간이탈자,시간놀이 죽여버리자,1
더 웨일,아카데미 남우주연상으로 화려하게 부활,9
대외비,재밌었어요~!! 오랜만에 본거라서 그런지 더 재밌었어용,10
그린랜드,제라드 나와서 봤음 무난...,8
더 퍼스트 슬램덩크,사랑해요 슬램덩크ㅠㅠ??,10
샤잠! 신들의 분노,"샤잠1보다 액션,연출이 커짐",9
캅샵: 미친놈들의 전쟁,스토리가 더 길었으면 더 재밌었을걸,8
헤어질 결심,"남자 입장에서 박해일이, 여자 입장에서 탕웨이가 부럽다고 느끼게 만든 것에서 이미 이 영화는 성공한 로맨스물의 조건을 충족시켰다",10
해바라기,남자라면 오태식처럼 살아라,10
소울메이트,잔잔하면서도 끝까지 지루하지 않음.,9
스즈메의 문단속,중반부이후부터 살짝 지루한거빼곤 재밌었다 오랫만에 영화보면서 울었음 ,8
스즈메의 문단속,오랜만에재밋었당추천해요,10
마네킨,팝송과 영화는 80년대것이 제일 좋다 ,9
바빌론,데미언 셔젤 하고싶은 거 다 한 영화,8
하얀 리본,무섭고 잔인한 장면이 하나도 없는데 왜 이리 무서운가... ,9
소울메이트,원작도보고 개봉날 봤는데한국정서에맞게 잘각색된듯.김다미배우의 연기가 깊네요,9
소울메이트,왠지 모르게 그냥 계속 이입이 됐다. 계속 울컥해서 눈물 참느라 혼났던..나도 이런 우정이 있었는데 싶은 영화. 상영하는동안 몇 번 더 보고 싶다.,10
더 프레지던트,이영화가 실화라면 어떻게 이런 망나니가 아버지 빽만으로 대통령이 됐는지정말 한심하기만 할뿐....,8
스즈메의 문단속,정말 재미없습니다.보지 마세요.,1
플레인,평범한둣 뻔한결말일걸 아는데도 사운두와 몰입도가 최고였어요~ 기대 없이 봐서 그랬을진 몰라도 이건 극장에서 봐야 하는 영화에요~ ,8
대외비,결국 남은건 배우들의 연기밖에 없었다,4
샤잠! 신들의 분노,좋은 청소년 히어로 영화입니다.,10
똑똑똑,반전있을 줄 알았는데....,7
유령,재밌는데 평점 왜이러지 .. ,10
스즈메의 문단속,일본의 배경지식을 갖고 영화를 보면 감동을 은은하게 주는 영화였습니다.,10
정이,저는 기대안하고 받는데 기대이상김현주배우님 액션씬 넘잘받았어요다들 고생많으셨어요,8
이니셰린의 밴시,인간관계의  예측불가능성에  대한 블랙코미디,8
소울메이트,무난하게 보기 좋았다.,7
샤잠! 신들의 분노,기대없이 봐서 엄청 재밋다,10
소울메이트,감성적이고 가볍게 보기 좋은 힐링용 영화 같아요!!,10
압꾸정,킬링타임용으로 보면 볼만해요.,7
이니셰린의 밴시,이니셰린의 밴시,5
용적심,중1때인가보다여친이 주보의 였었네 내기억으론 장만옥으로 알고있었는데 폴리스스토리를 하도봐헷갈렸나보네 ㅎㅎ,8
스즈메의 문단속,서로의 감정선은 따라갈 수 없지만 영상미가 예쁘고 다이진이 너무 귀여웠음ㅠ,9
스즈메의 문단속,"어디서 본듯한 (지브리를 오마주한) 비주얼, 종잡을 수 없는 다이진, 스즈메와 이모 타마키의 급변하는 감정선, 만난지 한달도 안된 소타에게 고백하는 스즈메 등... 초중반은 너무 몰입해서 잘 봤는데 후반으로 갈 수록 이해한되는 부분이 아쉬움",7
플레인,판타지 영화인줄 알았음..,4
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",3기는 1화만 깔짝 나오고 그런건 미리 알고 2기 전투씬을 영화관에서 볼 수 있다는 기대감에 갔는데 진짜 오프닝하고 크레딧 하나도 안짜르고 몇번씩이나 보게하네요;그래도 귀칼 애청자로써 2기 전투씬장면을 영화관에서 생생하게 즐기고싶으시면서 그 오프닝 크레딧 다 참을 수 있으면 뭐.. 굿,7
"오늘 밤, 세계에서 이 사랑이 사라진다 해도",기대 이하 남주 얼굴 보는 맛에 보고 옴어느 부분에서 슬픈지 모르겠음 너무 내용이 빠르게 전개 되는데 재미없게 전개 됨,2
스즈메의 문단속,뭐야 평점 안좋은게 넘 많길래 기대1도 안했는데 넘 재밌게 보고왔어요ㅋㅋ 감독의 의도를 생각하면 더 유의미하게 보실 수 있을거에요,10
소울메이트,"배우들의 감정이 두드러지던 영화, 섬세하고 아름다웠던 이야기",9
스즈메의 문단속,"아름다운 영상과  스토리, 짬짬이  웃음코드. 재밌었어요",10
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",타 리뷰처럼 싸움중간에 크레딧이 좀 흐름의 맥커터.. 그냥 크레딧말규 배경만 보여줬어도 충분했을듯..? 근데 그럼에도 불구하고 큰 화면에서 본 전투는 더 멋졌고 솔직히 무한성 등장으로 돈값다함.. 무한성진짜 최고임 아카자한테 한번 더 반하고 갑니다,10
영웅,민비 미화장면에서 실소를  금할수 없었다,2
레이버 데이,아름다운 이야기 캐나다로 그대로 떠났다면 어땠을까? 당신과 3일을 보낼수있다면 감옥에서 20년과 바꿀수 있소 와 절절한 러브스토리,10
플레인,헐리우드판 영웅영화.비행기 테러 영화는 항상 재미있네요.,8
소울메이트,기대 없이 봤는데 눈물만 왕창흘리고왔어요 이해하긴 힘든영화지만 나름 재해석 할수있어서 좋았어요,8
소울메이트,기대 없이 봤는데 눈물만 왕창흘리고왔어요 이해하긴 힘든영화지만 나름 재해석 할수있어서 좋았어요,8
소울메이트,기대 없이 봤는데 눈물만 왕창흘리고왔어요 이해하긴 힘든영화지만 나름 재해석 할수있어서 좋았어요,8
어쩌면 우린 헤어졌는지 모른다,현실적이다. 이래서 사람을 많이 만나봐야 좋은 사람이 된다.,6
인천상륙작전,"위대한 역사는 아무리 영화를 못 만들어도 우리의 역사니까 평점을 주기는 싫지만..리암니슨 맥아더장군은 누가 케스팅 했는지 몰라도 진짜 레전드였다..리암니슨 특유의 카리스마와 표정 연기, 목소리 이건 진짜 그 누구도 이길 수 없을 듯 ",10
서치 2,"반전도 있고, 재미있어요.",7
스즈메의 문단속,"개연성이 하나도 없고 후반부는 전형적인 cj감성,, 고등학생과 대학생의 감정교류도 신물난다",2
소울메이트,김다미 배우 때문에 본 거고 내용은 별 기대 안했는데 나름 괜찮았습니다! ,8
더 웨일,제일 소중히 여겨야 하는건 본인. 그래야 주변 소중한 사람 챙기는 여유도 생긴다,10
에브리씽 에브리웨어 올 앳 원스+,근 10년안에 본 영화중 최고였다,10
스즈메의 문단속,저번 두 작품과는 다른 일본을 여행하는 넓은 스토리작화와 ost 그리고 연출이 책임지는 수준너무 전개가 이유없이 전개되고 이해되지않는 감정선 특히 스즈메 금사빠본인은 책사서 한번 읽어볼예정영화만 이런건지 아니면 소설도 그런건지,8
스즈메의 문단속,저번 두 작품과는 다른 일본을 여행하는 넓은 스토리작화와 ost 그리고 연출이 책임지는 수준너무 전개가 이유없이 전개되고 이해되지않는 감정선 특히 스즈메 금사빠본인은 책사서 한번 읽어볼예정영화만 이런건지 아니면 소설도 그런건지,8
더 베스트 오브 에너미즈,실화를 바탕으로한 좋은 소재인데 진행이 너무 늘어져서 다소 지루한 영화,7
스즈메의 문단속,전 작품들이랑 너무 비슷한 요소가 많네요 불편한부분도 몇장면있었구요..진부합니다,6
플레인,전 진짜 재밌게 봤어요!!,10
샤잠! 신들의 분노,샤잠1보다 확실히 쎄요 잠오는 속도가 ...zZ 샤르르 잠이 오게 만드는 히어로물 개꿀 숙면영화 퇴근후 잠못드는이에게 추천,1
오멘 2,"내인생 공포영화는엑소시스트,오멘2,곡성..",10
다음 소희,"이 사회의 주류는 재벌도, 엘리트도 아닌 노동자이다.",10
앤트맨과 와스프: 퀀텀매니아,점점 설정이 무너지고있음. 빌런 어떤 정당성 위압감이런게 하나도 없는영화,6
이니셰린의 밴시,인간관계란 참으로 어렵다,8
살수,겁나 폼은 잡는데 왜 이렇게 개그코드를 어설프게 집어 넣는거냐? 첫 정사 장면부터 겁나 어설픔 ㅎㅎㅎ거기다 효과음을 너무 남발해서 ㅠㅠㅠ 몰입감 완전 떨어짐. ,6
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",애니 편집없이 그냥 보여주는 건 ... 상현집결은 잼썼어요!,7
압꾸정,하.. 시간이 아깝다..,1
샤잠! 신들의 분노,전편보다 스케일은 커졌지만 내용은 그대로..,6
멍뭉이,잔잔하게 미소짓게 만드는 무공해영화,9
토르: 러브 앤 썬더,솔직히 내가 웬만하면 마블은 평점 다 만점주는데 이건아님 스토리가 엉망으로 꼬였고 너무 유치함 이터널스보다도 망작임,3
스즈메의 문단속,너의 이름은 날씨의 아이가 판타지세계관에 개인이 있었다면 이번 작은 개인의 이야기에 판타지가 섞인 느낌.개인적으로 진짜 재밌게 봄,10
스즈메의 문단속,M A S T E R P I E C E,10
마음이 외치고 싶어해,애초에 타쿠미랑 여자애가 전연인인 설정부터 몰입 말아먹음 ㅉㅉ 다이키는 뭔데 나츠키 좋아하다가 갑자기 나루세한테 고백한다고함…? 거지같은 급 탈룰라에 기분 다 잡침 ,1
서치 2,서치 1만큼 재밌으리라 기대 안했는데 1보다도 더 재밌게 봤네요,10
에브리씽 에브리웨어 올 앳 원스+,처음부터 끝까지 정신없는 인간들의 모습들. 연출과 연기 모두 아무런뜻 없는 정말 이게 영화인가 싶다.세상전체가 미쳐가는줄 알았다.,1
서치 2,반전에 반전 눈을 뗄수없는 스토리,10
울고 싶은 나는 고양이 가면을 쓴다,초등학생만 보시는 걸 추천,4
소울메이트,연기력 일품세 배우 모두 모자르지도 넘치지도 않게 캐릭터에 몰입해서 잘 연기했습니다 욕조씬에서 눈물 퐝,10
스즈메의 문단속,역시 남자는 잘생겨야한다,8
소울메이트,하....너무 재밌게 봤습니다 우정에 관한 이야기라 그런 가 친구들과 함께 봐서 더 감정이입이 잘 되서 더 재밌게 봤던 거 같아용,10
샤잠! 신들의 분노,솔직히 괜찮았는데 요즘 슈퍼히어로 안티들이 너무 늘었네요 ㅋㅋ,8
인간중독,조여정이 제일 연기를 잘하네요...,2
소울메이트,원작이 궁금 하지 않을 만큼 전 소울메이트너무 재미 있게 봤어요눈물도 나고 뭔지 모르겠지만 마음 한켠이 좀 슬프기도 하고 그랬어요미소와 하은은 진짜 소울메이트 였어!,10
에브리씽 에브리웨어 올 앳 원스,정신이 하나도 없댜…나만 그런가..,6
압꾸정,주인공이 모든걸 다 갖고 끝나는 대부분의 영화가 가진 뻔한 해피엔딩보다 낫네요.,7
스즈메의 문단속,"어제의 나에게 내일의 네가 문을 열고 들어와줬으니까.첫 장면에서 영화의 모든 연출력이 결정됐다고 해도 손색없을 만큼 임팩트 있었다. 감정서사나 문 안의 세계의 비밀이 좀 단순한 것, 문단속이 좀 간단한 것이 아쉬운 요소였지만. 이 영화는 신카이 마코토의 연출력은 이만큼 위대하다를 알리기에 충분했다. 연출과 어우러지는 음향과 브금도 완벽. 엔딩곡의 가사가 너무 위로가 되었고 다이진과 어린 스즈메에게 무한한 애정을 가질 수밖에 없었다. 2프로 아쉽다는 건 또 이렇게 애틋하게 미화된다.",9
아바타: 물의 길,아바타1을 생각하면 보면 실망감이 있을수는 있으나 업그레이드된 영상미와 아바타특성의 환타지는 역시 최고 스토리가 뻔한것만 빼면 최고!!,10
성스러운 거미,아들이 제일 무섭다살인자 아버지를 영웅으로 추앙하는 아들또 다른 거미살인마가 되어서 사람들은 죽어나가겠지종교적 이유로 포장되어서 그들만의 명예로운 죽음이 될거고,9
대외비,그래서 말하고싶은게 뭐지 대한민국은 썩었다?,4
스위치,크리스마스에 뚝심개봉하지 안타까,8
스즈메의 문단속,"이 영화가 설명충질을 하거나, 교훈을 주려고 가르치려 들지 않고 우연히 관측한 초자연 현상을 주인공 시점에서 따라간다는 점이 좋았다. 현재 낮은 평점의 원인으로 지목되는 부족한 개연성의 스토리를 따지는 사람들을 만족시키려면 오타쿠같이 파고들만한 떡밥을 여러개 던져놓았어야 하지 않았을지.",9
노트북,"미정아 우리가 처음 만나던날 기억나니?벌써 우리가 함께 한지도 14년이 넘었어..사랑하는 딸, 아들이 태어나고 성장해 갈수록노아와 앨리처럼 우리에게도 할머니, 할아버지가 되는 그런날들이 오겠지..내인생의 마지막날 내곁에서 함께해줄래?",10
카운트,잔잔하지만 스토리가 좋고 여운이 있는 좋은 영화입니다,10
영웅,탄탄한 뮤지컬영화 시도 좋고 소재도 좋고,10
스즈메의 문단속,스즈메 무단결석 5일 이상이라 수시로 대학 못가,8
샤잠! 신들의 분노,너무 유치하다.. 주문외워  ㅅSsibal!!,2
스즈메의 문단속,재밌음 스즈메가 한눈에 반해서 도와주는데 이게 개연성 떨어진다고 하던데 일본 sns에서 이거 지적하니 연애 해보지 않은 모쏠들이 하는말이란거 생각나넼ㅋ 한눈에 반하면 해줄만 하지,10
스즈메의 문단속,인물들의 감정선이나 개연성까지 저세상에 보내버림,6
스즈메의 문단속,너무 재밌음 그냥 사랑해 남주,10
소울메이트,"거짓 반, 진실 반... 결국은 두 사람만이 알고 있는 그녀들의 모든 것.",8
와호장룡,그저 아름다운 동양의 멋진 판타지 멜로,7
에브리씽 에브리웨어 올 앳 원스+,수상기념으로 한번 더 봤어요 축하드립니다!,8
손님,마을 사람들이 복수당하고 죽었을 때 그 다음날 애들만 남았잖아요. 그런데 왜 애들은 남아 있는거죠? 쥐들이 애들은 남기고 어른에게만 그럴수 있나요?,6
스즈메의 문단속,진심 기대 잔뜩하고가서 봤는데 작화가 진짜 미쳤고 기대이상으로 몰입해서 재미있게 보고왔습니다. 집에 오자마자 다시 보고싶다는 생각이 든 영화는 처음이였어요..거기다 실제 사건이 모티브라 그런지 몰입이 더 잘되더라구요.,10
파어웨이,우리나라 정서와는 맞지 않지만 여성의 시각에서 바라보는 주체적인 삶의 의미를 돌아보게 해주는 영화입니다. 꼰대남들은 이해 못하고 중간에 포기할듯.,9
살수,이거 보고 시력이 좋아졌어요,10
소울메이트,아름다운  사랑과 우정의  행복한 시간들.,10
유랑의 달,’그러면 또 어딘가로 흘러가면 그만이야‘각자의 뜨겁던 아픔은유랑하더라도 하나의 달을 보고 갈 수 있음에 선선해져 간다.,9
스즈메의 문단속,문을 잠그며 돌려드리겠습니다. 진짜 온몸에 전율이!!! 너무 재밌게 봤습니다ㅠ,10
소울메이트,연기 다들 너무 잘하고.. 저는 원작보다 더 좋았어요ㅠㅠ 울면서 봤네요잘 봤습니다!!! 추천추천,10
메모리아,내 몸 안에 남아 있는 과거의 진동...환상(꿈/환청)과 현실 삶과 죽음의 모호한 경계 속에서...기억과 관련된 독특하면서도 신비롭고 심오한(기이한) 분위기의 미스터리/드라마...담담하고 조용한 스토리 전개...,7
소울메이트,재밌게 봤습니다~~!,10
더 퍼스트 슬램덩크,인트로에서 부터 난 이미 홀려버림 ,10
소울메이트,여운이 남고 자꾸 생각이 난다. 주동우와는 느낌이 다른 김다미의 연기도 좋았다.,10
반지의 제왕: 왕의 귀환,이 영화가 재미없다고 생각하는 사람은 그냥 판타지 영화 자체를 보지 않으면 된다,10
마루이 비디오,극장에서 봤는데 너무 무서웠습니다..!! 물론 연기와 연출은 조금 아쉽지만...  곤지암 같은 영화를 즐기며 무섭게 보는 저같은 사람은 꽤 재밌게 보실 수 있을거예요!,8
서치 2,원 보다 재밌는 후속편! 추천합니다!!,10
비스트,재난 영화류에 애들이 주인공인 영화는 걸러야함,2
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",3기 방영만 기다립니다~!!,6
반지의 제왕: 왕의 귀환,"2003년 추운 겨울날 영화관에서 기말고사를 마치자마자 보러갔습니다... 정말 인생영화 그자체였습니다... 로한의 기마병씬에서 지리고, 끌고온 유령부대 보자마자 또 한번 지렸습니다...",10
소울메이트,펑펑 울었네요 어엉엉 ㅜ.ㅜ,10
에브리씽 에브리웨어 올 앳 원스,먼가 있어보이게 타자기 뚜드리는거 좋아하시는 분 / 갬성 타령 좋아하시는 분 / 자기가 작성하는 글에 허세가 한가득 이어야 직성이 풀리는 분 들만 보세요.. 꼭 이요..아무것도 없는 영화 입니다ps. 그리고 홍현희.. 나와 집중이 안됬음,1
에브리씽 에브리웨어 올 앳 원스+,평론가나 타자기 좋아하는 허세 가득 입만 산 사람들이 자기가 찾은 숨은 의미나 상징에 대해 끄적거리기 좋은 영화,1
어떤 영웅,지루함의 끝..그 끝을 알 수가 없다.,1
이니셰린의 밴시,나는 이 영화와 평생 절교를 결심했다.,1
스즈메의 문단속,극장 전세내고 남주에게 몰입할수있어서 10점 만점에 10점,10
스즈메의 문단속,재난과 전통에 담긴 특별한 메세지.,8
에브리씽 에브리웨어 올 앳 원스+,우리처럼 사랑스럽지 않은 년들이 세상을 돌아가게한다 ,10
살수,2023년 최고의 실수,10
놉,몰입도 높음 이런류의 영화가 난 왤케 좋은지 몰겠다 ㅋ,8
스마트폰을 떨어뜨렸을 뿐인데,"죄송합니다 요즘 연기, 스토리 모두 너무훌륭한 영화나 드라마를 많이봐서 진짜 재미하나도없고 실망스러워요.시간 아깝습니다",2
크리드 3,그냥 ㅈㄴ 재밌습니다 보세요 제발,10
대외비,간단한 오락영화로 생각하고 갔으며 재미있게 보고나왔다. 근데 평점이 6점 초반이라 망설였는데... 개인적으로는 8점초반정도는 된다고 본다 왜이렇게까지 낮은 점수인지는 모르겠다. 점수가 너무 낮아서 그래서 리뷰를 남기게 됐다.,10
플레인,단순명료하게 끝내다,7
소울메이트,"김고은, 김다미, 박소담이 개못생긴 3명 나오는 작품은 토쏠려서 거름",1
목소리의 형태,잘못에 대한 사과와 이해 용서에 대해 생각할수 있게 해주는 영화,10
올빼미,"사극영화 좋아해서 봤는데,, 스토리전개가좀.. 이상했어요 ",4
스즈메의 문단속,"스즈메의 의자가 왜 세발이 되었는지 그 이유가 끝까지 나오질 않아서 아직도 궁금하고. 남주가 하쿠, 하울급으로 잘생겼는데 영화내내 의자로 변해있어서 모습이 나오질않아 슬펐다..",9
폭력의 역사,스토리 좋았고 재밌게 보았다,7
날씨의 아이,정말 소중한게 무엇인지 생각하게 만드네요,10
스즈메의 문단속,너의이름은&amp;gt;스즈메&amp;gt;날씨의아이그래도 잘만들었음,10
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",CGV천호 극장내 온도가 조절이 안되는지.. 너무 더워서 집중하기 힘들었던점 빼면 귀칼 자체론 10점 만점입니다,10
화양연화,사랑 영화가 거둘 수 있는 최고의 예술적 성취. 공백과 정적을 미묘한 긴장감과 설렘으로 바꾸는 영화적 요소들에 보는 내내 감탄만 나온다.,10
협상,다소 아쉬운 부분도 있었지만 재밌게 봤어요 ,8
플레인,아바타2이후 액션영화 최고네요.,10
스즈메의 문단속,연출이나 영상미는 좋아요.근데 스토리가 이해 안 되요 전형적인 약자의 희생으로 본인의 삶을 영위하겠다는 거 아닌가요?,2
소울메이트,세상이 나를 가지고 몰카를하나..,1
킹콩,나오미 왓츠 예뻐요. 스토리 좋아요.,10
스즈메의 문단속,ㄹㅈㄷ 갓타이 마코토... 당신은 무엇인가.... 너의이름은 다음으로 최고이다.... 당신은 얼른 다음 작품을 준비해야합니다.,10
극장판 검정고무신 : 즐거운 나의 집,너무하네,1
소울메이트,간만에  감성젖는 영화 넘좋네요~이건 영화관에서봐야  느낌을 느끼기 좋은거 같아요~~,10
소울메이트,감성감성 한데 공감은 잘 안되네요,5
극장판 검정고무신 : 즐거운 나의 집,쓰레기아니냐이거진짜,1
스즈메의 문단속,영상미는 좋았지만 부족하게 느껴진 개연성이 아쉬웠음,6
소울메이트,기대 안했는데 볼만했습니다.,7
앤트맨과 와스프: 퀀텀매니아,정말 재미있게 봤어요!,10
앤트맨과 와스프: 퀀텀매니아,정말 재미있게 봤어요!,10
플레인,제작비를 조금만 더 썼어도 더 괜찮은 영화가 될 수 있었을텐데 말이죠.. 전체적으로 괜찮지만 후반부 액션은 조금 아쉬워요,7
데시벨,한국영화도 소재도 다양해지고 잘만들었네요.,10
적벽대전 1부 - 거대한 전쟁의 시작,1부는 굳이 볼 필요가 있나 정작 적벽대전은 일어나지도 않은데...,1
날씨의 아이,어제 메박에서 봤는데 최고였음 진짜 브금 나올때 눈물 ,10
