movie,sentence,score
스즈메의 문단속,"저는 먼저 애니메이션을 특별히 좋아한다거나 그것들을 볼 때 심층적으로 분석하며 감상하는 타입은 아닙니다. 그저 데이트때 영화 보러가면서 신카이마코토 작품을 ‘너의 이름을’, ‘날씨의 아이’, ‘스즈메의 문단속’을 본 사람으로 말하자면 이 작품이 왜 날씨의 아이보다 낮은지 이해가 안 되네요..!(물론 ’너의 이름은’을 넘진 못했다고 봅니다) 날씨의 아이는 전반적으로 스토리의 개연성이 별로이면서 밝혀지지 않은 떡밥들도 있어 이해가 되지 않는 부분이 좀 있었습니다(스포나 분석한 리뷰 등을 아무것도 안 보고 영화를 본 가정하에). 또한 기억에 남는 ost도 없는데다가 영상미 좋은 영화였다면 이번 영화는 스토리의 개연성이 뛰어나진 않지만 모두가 이해할 수 있는 수준으로 드러나있고 끝나고나면 ost 1-2개는 흥얼거릴 정도입니다(특히 참새라는 ost 도입부 중독성 있네요ㅎㅎㅎ). 영상미는 뭐 말할것도 없죠. 시간의 흐름이 담긴 모습을 애니메이션으로 구현한거 보고 진짜 다큐멘터리 한 장면인 것 같더라구요ㅎㅎㅎ 그리고 ‘지진’이라는 자연현상을 이렇게 판타지에 접목하여 표현한게 굉장히 신선했고, 이에 대한 주제의식도 지진이 많은 일본뿐만 아니라 최근에 터키 부근에 대지진이 일어나 큰 피해가 발생한 사건 등을 고려하면 시기적절한 주제라고 봅니다. 물론 이런 사건들을 고려하지 않아도 그냥 보는 것만으로도 맘에 와닿는 보편적인 주제입니다ㅎㅎㅎ날씨의 아이에 정말 실망해서 그보다 평점 낮은 이번 작품은 그냥 영화 할인 받을게 없어서 보러갔는데 생각보다 잘 봐서 다행이었습니다^-^",8
스즈메의 문단속,애니메이션이 이렇게 가슴 벅차고 감동적이고 아름다울수가 있는건지..정말 완벽하다!!!,10
작은 영웅 데스페로,"어렸을 적 비디오 방에서 대여해서 봤다가 10번도 넘게 봤던 작품.뭐가 그땐 재밌었는지 봤을까.현재 다시보니 구도라던가 아이에게는 못 경험할 이야기들, 당시 아동애니라 하기엔 메세지가 강해서 신선했던 것같다. 엔딩부분과 성우가 아쉽긴하나, 개봉년도를 감안해서 스토리도 보완만하면 좋은 작품이다.",9
소울메이트,배우들이 이쁘다. 제주도는 아름답구나.,7
바빌론,영화를 보고 이렇게까지 심장이 두근거릴 수 있구나,9
소울메이트,"공감되지 않는 부분이 많았지만, 영혼이 통하는 사이라면 가능할지도.. ",5
펠햄 123,동명의 작품을 리메이크한 영화 킬링타임용.그리고 리뷰중에 더 테러 라이브가 이걸 리메이크한거 같다고 하셨는데 더 테러 라이브는 원작이 없습니다.,6
샤잠! 신들의 분노,재밌게 봤어요. 시원한 액션에 스트래스 해소되고 좋았습니다.,10
스즈메의 문단속,감동있고 재밌어요.개인적으로  &amp;#34;너의이름은&amp;#34;은  보다가 졸려서7분만에 그냥 껐는데..이건 저랑 잘 맞았어요...사람마다 잘 맞고 잘 안맞는게 있는듯 해요.,10
플레인,"평범한 항공 스릴러물인데, 현실감은 떨어짐",5
소울메이트,솔메 보기 전 제주도가 그냥 여행지였다면 솔메 본 후 제주도는 청춘과 우정의 대명사야,10
소울메이트,시사회에서 감명깊게 봐서 2차보고옴. 강추!!,10
멍뭉이,너무나 감동적이였습니다~저희 강아지와도 더 좋은시간 갖어야겠어요~^^영화 잘 봤습니다! 이런 동물주제 영화가 앞으로 많이 만들어졌으면 좋겠어요~~,10
유어 플레이스 오어 마인,많이 늙었네 애쉬튼 커쳐 주름살봐,10
스즈메의 문단속,영화관에서 보고 재밌으면 찾아보고 알아보게 된다.슬램덩크가 그러했듯이 더 많이 알고 다른 사람은 어떻게 평가했는지 내가 맞는 것인지 그렇게 내가 잘 몰라 찾아보게 되었다.,10
소울메이트,볼만하고 영상미가 좋습니다.,8
스즈메의 문단속,모든게 좋지만 내용의 개연성이 부족함.,10
스즈메의 문단속,인기보다는 그냥 그렇습니다,7
샤잠! 신들의 분노,DC를 마블과 비교하면 안되는이유 요즘마블보다 더심각함,5
대외비,초중반부는 그럭저럭 괜찮으나 후반부로 갈수록 지루해짐.,7
콜 제인,재밌어요 여성의날 개봉에 맞는 영화,10
샤잠! 신들의 분노,팝콘무비 그이상 그  이하도 아님..기존dc와 믹스는 원더우먼 빼곤 그닥  없음 쿠키 2개 있긴한데 우찌 섞을라공..  그리고 신자매 등장부터 몇몇스토리는 개연성이 없음.. 애초 원더우먼 등장이라든지 몇몇은 음악이라든지 코믹하게 만들었음.. 마치  옆동네 데드풀처럼 나름 진중한 dc에서 약간은 통통튀게 그리고 쿠키에 정신병원이 있음 떡밥으로 조커도 은근슬쩍 쑤셔넣어 준다든지.여튼 쬐금 다듬어서  만들었음 하는 아쉬움이음악도 요즘 젊은이들 사이 인기곡이라든지 섞음 좋을탠데.. 아쉽아쉽 나름 성장해가는 캐릭터를 잡아가는 영화라 버트 3편은 기대 되긴함 ,9
스즈메의 문단속,퇴근길에 보구 들어갔는데 괜찮았어요^^,8
상견니,선물같은 영화였습니다. 너무 잘봤어요 상견니 최고입니다.,10
스즈메의 문단속,영상미만 넘쳤지 사실 개연성이 너무 떨어짐,1
스즈메의 문단속,"&amp;lt;너의 이름을&amp;gt;을 보며 얻은 깨달음을 망각한 대가는 너무나 가혹했다. 나와는 안 맞아도 너무 안 맞아. 몇 번이고 도중에 일어서고 싶었지만 그래도 꾹 참고 마지막까지 버텼건만, &amp;#39;젠장, 그냥 도중에 나올 걸!&amp;#39;하는 후회만 남았다. 누군가에게는 당연히 좋은 작품이겠지만, 안타깝게도 이 정서와 연출이 나와는 너무 안 맞는다. 안 본 눈 삽니다. 으악... ㅠ",2
스즈메의 문단속,남주보다 남주 친구에게 더 끌리네요..ㄷㄷ남주친구 잘생겨서 별점 만점 드립니다,10
스즈메의 문단속,스토리 건너뛰기 느낌이 없진 않지만 영상미나 연출등에 감동받고 왔습니다.그냥 힐링되는 영화였어요. 내일모레 서른인데 혼자가서보고 힐링받고 왔습니다 .. 좋네요 정말..,10
라푼젤,표정들이 너무 사랑스럽고 잘살린 느낌이 든다 캐릭터들도 맘에들고 ㅎㅎ 너무 재미있었어용!!,10
플레인,"뻔하다, 대머리가 많이 나와서 누가 누구인지 헷갈림, 개념 없는 여자애들",3
소울메이트,"모르는 구석들을 다 안다고 생각한 듯이, 울 수 있다고 섬세한 것이 아니듯이 너울진 시간들이 한없이 얕은 파도처럼 서성인다.",5
소울메이트,잔잔하지만 볼만합니다,10
샤잠! 신들의 분노,여타 히어로와 다른 자신만의 기조가 여전히 매력적이고 알량한 건 인간이든 신이든 마찬가지라니까.,7
똑똑똑,똑똑똑,7
스즈메의 문단속,처음부터 끝까지 개쩐다,10
더 웨일,자신을 구원하는 건 자신뿐이다.,10
스즈메의 문단속,후반부로 갈수록 흥미가 좀 떨어짐솔직히 기대이하영상미는 말모말모 너무 예뻤다,8
아마데우스,85년도 영화인데 지금 만들라고 해도 이렇게 못 만들듯..,10
어떤 영웅,착한 일에도 댓가가 따른다. 스토리와 캐릭터 아이러니의 대향연 ,10
소울메이트,제주를 풍경으로 설레이는 감정들을 잘 표현한 작품.세 사람의 인연은 참 아름다워 보입니다.,10
에브리씽 에브리웨어 올 앳 원스+,돌맹이 때문에 울었다...,8
스즈메의 문단속,"감독의 새로운 도전이 돋보이는 작품입니다.이전까지의 작품들과 다른 점이 액션과 서사의 시점인데,액션은 호쾌하고 성공한 도전이라고 자부합니다. 액션이 많이 가미되니,지루한 부분이 많이 줄어 들더라구요. 당연히 그림체가 이쁘니 눈도 즐거웠구요.다만 서사의 시점이나 이로인해 나오는 여러 작은 부분에서 호불호가 많이 갈림으로 보입니다.저는 호 였습니다만, 보통 남자 주인공의 시점에서 풀어내는 연애의 설램이 여자 주인공의시점으로 변경되다 보니 이제까지와의 작품 분위기와 굉장히 서사를 풀어나가는 방식이 많이 다릅니다. 다만 남/녀 가르는게 굉장히 위험한 시국에 이 정도로 기분이 나쁘지않게웃어넘길 수 있게 잘 녹여만들었습니다.중간 중간에 여고생이 술집 일을 한 것에 굉장히 불편하게 봤다고눈살을 찌푸리시는 분이 계시는데..제대로 영화를 집중하고 보고 이야기를 이해했는지 모르겠네요..그저 &amp;#39;술집&amp;#39; 과 &amp;#39;여고생&amp;#39; 에 집중해서 부들부들 거리시는데..애초에 술집에 일하러 갔습니까 ㅋㅋ그냥 가출 여고생이 고양이 쫓아가다 여러 신세를 지는 사람들한테공짜로 신세를 질 수 없으니 자기 행동 자기가 책임지는걸로 보이는데 ㅋㅋ그걸 곧이 곧대로 술집에서 여고생이 일한다로 받아들이는 사람들을 보아하니한숨밖에 안나옵니다 ㅋㅋ 찌들었어요 그냥 머릿속이 아 그리고 전작과는 다른 방향성을 가지다보니 좋은 음악들이 생각보다 보고나면 떠오르지 않습니다. 전작들은 노래에 맞추어 장면 장면을 연출했다면 이번엔 좀 더 주인공들 이야기에 집중하는 느낌이라 노래를 뒤에 살짝 까는 느낌으로 갑니다.",10
루터: 태양의 몰락,이 영화에 실망한 사람들은 영드 루터를 다시보고오시길. 다음편도 제작해주길!! 다시 만나 반가움 ㅎ루터 웰컴백!!!,6
곰돌이 푸 다시 만나 행복해,시진푸 다시 만나 행복해,8
소울메이트,재미있었어요 신선하고,8
스즈메의 문단속,재미있었어요 신선하고,8
압꾸정,이거 결말 ㅋㅋㅋ진짜 최악이다 ㅋㅋㅋ,2
소울메이트,재미있음,8
소울메이트,내 스타일의 영화는 아니라 기대를 하지않았는데도 불구하고 잘 본 영화. 영상미는 힐링이 될 정도로 예뻤음. ,8
스즈메의 문단속,재미있게 봤습니다 추천,9
똑똑똑,안타까운 샤말란바티스타는 연기늘음,5
소울메이트,제주의 푸르른 풍경에도 따뜻함이 느껴지는 민용근 감독님 만의 색감의 미학,10
소울메이트,헤결에 미결이 있고 상견니에 쏘이장쓰가 있다면 소울메이트에는 니가 왔어..,10
"좋은 놈, 나쁜 놈, 이상한 놈",영화관에서 다시 해주면 안되나???    예전에 영화관에서 보긴 했으나 다시 티비로 보니 티비만으로 보기엔 너무 아깝다는 생각이 드네..ㅠ   제발 영화관으로 재상영해주세요~~~,10
아임 히어로 더 파이널,좋았습니다 추천,9
이니셰린의 밴시,다정함이 죽어버린 순간부터 여운이 많이 남는다,7
너의 이름은.,재미있게 봤습니다 추천,8
스즈메의 문단속,웬만하면 글 안쓰려고했는데  애기데리고 영화보러 오지 마세요 그시간에 보는관객은 무슨 죄를 지었다고 영화보는데 영화 방해를 받아야되는건지....진짜2시간내내 집중을 못했습니다 나름 집중하면서 보았는데 전작들을 너무 인상깊게 보아서 그런지 기대치가 높아져서 기대하고 봤는데...지인분들이나 다른분들께는 그다지 추천드리고 싶지 않네요..,4
스마트폰을 떨어뜨렸을 뿐인데,"천우희,임시완 연기 재밋게 잘 봤음ㅎ ",8
카운트,재미있게 봤습니다,8
소울메이트,믿고 보는 김다미님 연기력... 다시 한번 감탄하고 갑니다. 후반부부터 계속 울었네요...,10
크리드 3,재밌게 봤습니다 추천,9
서치 2,전작보다 재밌었습니다,9
스즈메의 문단속,반복된 연출과 시나리오가 아쉬웠네요. 그 외에 영상미는 뭐...역시 신카이 마코토네요.,8
스즈메의 문단속,미미즈 나올때 웅장한 브금은 아직도 잊을수가없다 마지막 소타 그것또한…,10
소울메이트,재밌게 잘보았습니다,8
코렐라인: 비밀의 문,그저 인생 영화,10
우리들의 일그러진 영웅,머 눈에는 머만 보인다지. 더불어서,10
인간중독,오늘부터 내꿈은 너야 연진아,10
서치 2,간만에 잼있는 영화. 흥미진진 합니다,10
소울메이트,김다미의 연기가 훌륭했고 영상미가 예뻤다,10
대외비,나오면서 감독이 누군지 참궁금한영화는 오랜만이네..,1
소울메이트,2년 묵은지 정가 주고 보면 바보일까?,6
스즈메의 문단속,또 봐도 재밌을거 같고 개슬픔 ㅋㅋ,10
스즈메의 문단속,잘 보았습니다,10
어쩌면 우린 헤어졌는지 모른다,지루하지않고 잔잔하니 좋네요,8
스즈메의 문단속,재난에 대한 메시지를 잘 표현한 영화,10
플레인,플레인 영화 잘봤습니다,8
에브리씽 에브리웨어 올 앳 원스+,허무주의를 이기는 허그주의..,10
샤잠! 신들의 분노,1편이 너무 망작이라..2편은 기대 없이 봤는데..의외로 재밌네요! ㅎㅎ,8
똑똑똑,샤말란 역대 최악의 작품,2
스즈메의 문단속,너의이름은 - 스즈메의 문단속 - 날씨의아이.. 순서대로 봤는데.. 스즈메의 문단속은 여운이 많이 남는다. 가장 현실적인 재난이고. ost 마구 반복 재생 중!,10
소울메이트,원작을 안보고 보았는데 애잔하게 여운이 많이 남는 영화였습니다.  연출과 두배우의 연기도 매우 좋았습니다. ,10
스즈메의 문단속,다이진내놔 나쁜감독아,6
소울메이트,결국 27살까지는 살아야 하니까 목걸이를 받아갔다는건 계속 죽고 싶은 삶이었지만 한 말이 있으니 하은이 때문에 27살까지는 살아야한다는 의미로 목걸이라도 끼고 이겨내며 살아 갔던거고 결국 하은이는 27살에 죽고 미소는 하은이가 남긴 아이때문에 그 이후까지 삶을 살게 된거네요.. 너무 슬픔 ㅜㅜ,10
소울메이트,다섯번 울었어요ㅜㅠ너무 재밌게 잘 봤습니다!멋진 제주 풍경은 덤이구요,10
대외비,배우들이 아까웠음...기대했다가 폭망...,2
탈출,"90년대 말에 봤을 때는 못 느꼈던 어설픔이 있지만 재미 액션 여운이 좋은 편입니다. 다만 놀랍게도 이게 95년 작에 어색한 효과들이 많이 보이고 시대 생각하여 그러려니 하는데, 다이하드1이 88년작... 그런데 대부분 안 어색. ",8
국제시장,순실이가 지시했다는 그 영화?,1
태그,킬링타임용으로 추천한다,10
플레인,기대치가 낮아서 그런가 생각보다 쫄깃한 전재의 팝콘무비,10
극장판 검정고무신 : 즐거운 나의 집,살인자 기업 나가 뒤져라 진짜,1
소울메이트,배우들 매력이 돋보였던 영화 소울메이트,10
샤잠! 신들의 분노,진짜 여전히 유치하다... 이딴게 마지막 DCEU??,1
교섭,샘물교회 600억 주고 데려온 실화 아직도 영업중 교인으로서 쪽팔리다,7
바빌론,어려운 영화긴 한데 마고로비 때문에 1점 더 줬다. 헐리우드를 바빌론에 빗댄건 찰떡이다,8
스즈메의 문단속,로맨스라인이 약해서.. 저정도까지 좋아질만한 사건도 없었는데 여주가 남주한테 갑작스럽게 너무 깊이 빠져버린 것 같은 느낌이라 그점이 아쉬웠어요 하지만 영상미와 특유의 벅차오르는 연출이 좋았습니다. 중간에 울컥하는 부분도 많았으나 늘어지는 부분도 있었어요 여주가 인성터진 느낌이 좀 있어서 보면서 답답하기도 했습니다. 한국인인 저도 감동이었는데 일본인들은 훨씬 더 아렸을듯 오히려 너의 이름은이 더 생각나는 영화였어요. 너의 이름은 정말 완벽한 작품인듯..,10
똑똑똑,데이비드 바티스타의 새로운 발견이다. 뭔 말이 필요하냐? 샤말란이다,9
스즈메의 문단속,"아이맥으로 봤습니다. 영상미는 감독 이름값합니다. 전편들보다 더 좋았습니다. 다만 발암 여주와 개연성떨어지는 스토리에 졸뻔했습니다. 정말 같은 감독이 맞나 의문까지 들었습니다. 이것도 마블과 같이 정으로 볼까 걱정입니다. (뭐 놓친거 있나 2회 관람)(천호, 왕십리에서 봤는데.. 마니아 분들 인정합니다. 좀 작게 말씀좀 하세요. 뭐 대단한거 나왔다고 하는 척을 크게크게 이야기하고. 너의 이름은 벨소리까지 들리고. 갈때마다 대환장파티네요. 없던 인식까지 생겼습니다.)",4
플레인,끝부분 엑션은 볼만합니다.제작비 줄이려고 최대한 작은 비행기&amp;작은 승객수로 배경설정한것같네요.,8
그녀,"10년전에 보고 이런 시대가 올까? 했는데, 눈앞에 와 버렸다. ",10
소울메이트,역시 김다미! 기대 많이했었는데 딱 좋았어요!!,10
플레인,머리 비우면 재밌다던데 난 왜 머리가 비워지지를 않냐,4
승리호,매번 내수시장이 작다는 이유로 제작비 싼 경찰 조폭 영화만 수십년을 내더니.. 드디어 한국도 우주영화급이 나오는구나 기대치가 워낙바닥이여서 그런지 모르갰지만 대단한 한걸음이다,10
소울메이트,원작을 너무 재미있게 봤던 작품이라 기대하고 봤는데요.  배우님들 연기도 좋고 영상미도 좋았으나 뭔가 아쉬운느낌은 있었어요. 원작을 안보고 봤으면 더 재미있었을지도 모르겠네요. ,6
극장판 검정고무신 : 즐거운 나의 집,기업이 아주 못됬네? 아이구,1
스즈메의 문단속,너의 이름은 스즈메,7
스즈메의 문단속,진짜 한번 본 영화 두번 안 보는 사람인데 스즈메의 문단속은 다시 예매했습니다. 보면서 5번은 운 것 같아요 영상미도 최고예요 처음 ㅁㅁㅈ 나올 때 진짜 소름 돋았어요 OST도 너무 잘 만들었어요 역시 믿고 보는 &amp;#39;너의 이름은&amp;#39; 감독님 작품이네요,10
서치 2,서치 시리즈는 그야말로 자녀들에게 꼭 보여주고 싶음. 전편보다 더 커진 긴박감. 재미있게 봤읍니다. ,9
데시벨,신선한 소재로 이렇게 몰입도 떨어지고 재미없을 수가...,1
82년생 김지영,대한민국의 수치... 다시는 나와서는 안되는 작품,1
소울메이트,원작 일부러 안보고 봤어요 중간에 이해하기 어려운 감정선이 있었는데 이런 감성의 영화 좋아해서 재밌게 봤두요 결말이 나름 반전이라면 반전이라 약간 놀랐네요,10
스즈메의 문단속,뭔가 뭔가 2% 아쉽지만 재밌었다.,9
어떤 영웅,"오프닝부터 계단을 통해 묘사하듯, 돈이든 명예든 얻기는 힘들어도 잃는 건 한순간이다",10
스즈메의 문단속,날씨의 아이 보고이어서 봤는데 역시 믿고 보는영화 !!,9
스즈메의 문단속,"일상이 폐허가 되어 상처를 입은 자들에게 위로를 건네려 하지만, 감정에 지나치게 의존하는 듯한 태도는 극중 스즈메만큼이나 성숙하지 못하다",6
내 아내의 외출,집중해서 열심히 보아야 하는 영화. 나름 재미있어요. 심리 묘사가 뛰어남. 대다수의 육아맘이 경험하는 갑갑한 상황을 잘 표현함. 꼭 남편과 함께 보세요.,8
스즈메의 문단속,너의 이름은 전작의 팬이라면 추천드립니다. 일본 곳곳을 간접여행하는 기분도 느낄수 있을듯요.,8
포인트 블랭크,"복수를 목적이 아닌 숙명으로 여기는 남자에게, 그 무의미함을 강조하는 극중 크리스의 대사는 효력을 발휘하지 못한다. 영화는 줄곧 냉랭하고 건조한 분위기를 유지하며 결말의 반전을 통해 허무함을 강렬하게 피력한다",10
애프터썬,이제는 알 것 같다. 그러나 결코 다 알 수는 없을 것이다. 긍정이든 부정이든...,8
소울메이트,인생을 살면서 반드시 한번은 봐야할 영화!,10
앤트맨과 와스프: 퀀텀매니아,그래서 재닛이랑 캉이랑 무슨 일 있었는데요,6
공작,북한의 역공작에 흑금성이 걸려든거란 생각한 사람 없냐?,5
소울메이트,원작이 다시 보고 싶어졌습니다!,4
대외비,"조진웅이란 대비우, 내가 좋아하는 조진웅을 완전 망쳐놓은 영화왜 조진웅이 이런 영화를 선택했을까?내용도 없고, 결말도 없고, 심지어 출연자들도 스토리 상에서 하나 둘씩 없어짐",1
이니셰린의 밴시,"알다가도 모르겠고, 모르다가도 더 모르겠는 인간들의 관계",9
스즈메의 문단속,일본 정서는 이해할 수가 없다 고등학생이 왜 그런 곳에서 당연하게 일하고 있는지,4
"귀멸의 칼날: 상현집결, 그리고 도공 마을로",으엑 눈버리고 귀버림  맥락없는 스토리에 토나오는 그림체에 뜬금없는 감정선;;;만화 몇편 갖다붙이는 무성의함ㅋㅋㅋ 기가 막혀버림,1
압꾸정,"이건 뭐 시나리오 자체가 ㅜㅠ배우들이 아무리 애를써도  재미도 없고, 통쾌한 액션도 없고 결말도 후져",2
소울메이트,은하수진 여름과 미소짓지 않는,8
스즈메의 문단속,모노노키 히메의 현대재해석판내가 만약 일본인이였다면 눈물이 흘렀을 것 같다모두에게 위로를 전한다,9
스즈메의 문단속,스즈메의 지진단속이네,9
교섭,저거 개독들 그냥 죽는게나음,8
유오성의 7인의 암살단,유오성으로 제목 장사하지 말라.,4
그린 북,아름다운 영화에요.,10
스즈메의 문단속,"감독님 작품들 전체적으로 너무 재밌게 봤고, 스즈메의 문단속도 재밌어요ㅜㅜㅜ 최고 ㅜㅜㅜ 영상미는 말항것도 없이 너무 좋고 내용도 재밌었어요 ㅎㅎ 또 한번 보고싶은..",10
소울메이트,우정과 사랑이라는 진부한 소재지만참신한 기법의 스토리전개로 인해관객입장에서 유추해내는 넥스트씬과 전혀 다른 인물들의 감정과 상황에예상치 못한 감동과 반응을 느끼게 되는 즐거움이 있다.배경이 참 예뻐서 보는 내내 힐링이됨평일 기대1도 안하고 보러갔는데 신선한충격을 받고 옴. 매우 좋았다^^,10
6번 칸,"점심때 햄버거를 먹고 봐서인지, 아침에 정신약을 먹어서인지  졸면서 봐서뭔 내용인지 모르겠습니다.   정말 재미없었어요",10
소울메이트,마지막에 스토리가 조금 갸우뚱 ? 했지만잔잔한 영화 좋아하기에 잘 봤습니다 ~ ,8
소울메이트,"헤어질 결심이후 최고 영화입니다너무 아름다운 영화예요연기 , 영상, 스토리 , 음악. 그림…모두 좋아요N차 관람할거예요 ",10
강남좀비,눈물을 흘렸습니다. 내 인생의 90분 삭제한 대가를 치르게 될것. ,1
소울메이트,재미없고 유치할거같음,2
부당거래,넷플로 봄 나의 해방일지 천호진님 나오길래 봤더니 역시 황정민도 역시. 이성민까지…류승범 연기가 영화 몰입에 방해됨 ㅠ 비교가 되서 그런가 오바함;;; 잘하는 연기자인줄 알았더니;;; ,6
이니셰린의 밴시,빼낑 굳,8
스즈메의 문단속,진짜 재미없고 뻔한스토리,2
소울메이트,이어진 띠의 끝과 끝에 위치한 이들,7
플레인,편하게 볼만한 액션 무비였네요.,8
소울메이트,2023년 초 근래 본 영화중 가장 깔끔한 영화였음,10
같은 속옷을 입는 두 여자,실수인가...고의 인가...피할 수 없는 관계...이해와 사랑...마땅히 받았어야 할 마음...어느 순간 폭력이 될 수도 있는 때론 무거운 존재...위태로운 두 모녀의 극단적이면서도 다소 충격적인 이야기... ,7
샤잠! 신들의 분노,6000살 노인과 18살 소년의 사랑 영화  이런 디씨.영화를 보다니  디씨가.디씨.했네 ,6
소울메이트,이런게.여성 서사 영화지  간만에.좋은 영화 봤네요,10
스즈메의 문단속,과거의 나와 화해하지 못한 판타지,6
더 퍼스트 슬램덩크,우와~!평점 높아서 봤는데 대박~스케치며 숨죽이는 정적 색달라요 ~ 개성가득 캐릭터들도 넘 멋져요~! 뭉클하기도 하고 넘 재밌어요~^^또 보고싶어요요~ 멋지다~!,10
더 퍼스트 슬램덩크,추억은 영원하다.,10
소울메이트,"선입견 아닌 선입견이 있었지만, 선입견이 사르르 녹은 영화",8
소울메이트,사랑과 우정 이별이 확실하게 보여주는 영화 너무 감동적으로 잘 봤습니다!!ㅠ,10
에브리씽 에브리웨어 올 앳 원스+,중국인들만 좋아할 노잼영화,2
어떤 영웅,배우들 연기가 인상적임,10
미드나이트,연기랑 그 소재는 너무 좋은데 연출이나 스토리가 이어가는 방식이 너무 아쉽다. ,6
파어웨이,삶의 기준과 위치를 되돌아보게 해주는 영화였다. 모처럼 참 좋은영화를 만나 선물같은 시간을 보냈다.,10
